strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
ERR3891139	Klebsiella pneumoniae	strong	5069	107960	325345	7279808	no	total_size	ST2096	4	2	10	17	ybt 14; ICEKp5	140-2LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	OXA-72*?-0%	aac(3)-Ia*?-44%;aph(6)-Id.v2*?-0%;catII.2*?-0%;dfrA17?-0%;ermB.v1*?-47%;mphA?-51%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171*	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891140	Klebsiella pneumoniae	strong	1116	141986	319164	5811744	no	-	ST45	1	1	6	8	ybt 10; ICEKp4	78	-	0	-	0	-	0	-	0	-	wzi101	KL24	K24	?	Good	99.02%		O1/O2v1	O2a	?	Good	98.76%		strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	tet(D)	-	dfrA14.v2*;dfrA14.v2*	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1	-	OmpK36-32%	-	-	-	aac(3)-IId?-45%;dfrA1.v1?-53%	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891141	Klebsiella pneumoniae	strong	888	146294	325212	5982033	no	-	ST2096	4	2	8	12	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	OXA-48	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	CTX-M-103*?-0%;arr-2?-0%;strA.v1*?-0%;sul2*?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891142	Klebsiella pneumoniae	strong	485	124791	341738	5855512	no	-	ST14	1	1	9	22	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;armA;sat-2;strA.v1*;strB.v1*	-	-	-	-	ereA2*;mphE.v2^;msrE	CatB4.v1?;catA1^;cmlA5	arr-2	sul1*;sul2	-	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	SHV-11.v1*?-0%	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891143	Klebsiella pneumoniae	strong	1226	146125	458621	5968219	no	-	ST101	1	3	8	8	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	99.99%		O1/O2v1	O1	none	Very high	98.03%		aac(6')-Ib'.v1;aadA*	-	-	-	-	-	-	-	sul2	tet(D)	-	dfrA14.v2*	OXA-9.v1;TEM-1D.v1^	-	-	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-62%	GyrA-83Y;GyrA-87N;ParC-80I	-	CatB4.v1?-48%;dfrA12?-0%;mphE.v1*?-0%;strA.v1*?-0%;sul1?-0%	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	107	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rmpA_55*-0%
ERR3891144	Klebsiella pneumoniae	strong	499	129844	326187	5856405	no	-	ST14	1	2	9	20	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.73%		O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1;sul2	-	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	-	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	OXA-48*?-0%;SHV-11.v1*?-0%	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891145	Klebsiella pneumoniae	strong	592	146301	325634	5878385	no	-	ST2096	4	2	8	12	ybt 14; ICEKp5	140-2LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	OXA-48	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	dfrA14.v1?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67*	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891146	Klebsiella pneumoniae	strong	810	146100	502350	5914914	no	-	ST14	1	2	8	13	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.73%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	NDM-1	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	sat-2?-87%	dfrA14.v2*?-41%	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891147	Klebsiella pneumoniae	strong	608	146100	325634	5854490	no	-	ST2096	4	2	8	12	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	OXA-48	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891148	Klebsiella pneumoniae	strong	6365	91639	325344	7590329	no	total_size	ST2096	3	2	10	17	-	0	-	0	iuc 1	1-1LV	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232;OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	aph(6)-Id.v2*?-84%	aph(3')-VI*?-0%;catA1*?-0%;mphB.v2*?-0%;tet(B).v1?-0%	ST2096	1	6	1	1	1	46	1	-	-	-	-	-	-	-	38*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1*	1	-	-	-	-	55-60%	-	-	ybtS_110*-0%;ybtT_42*-0%
ERR3891149	Klebsiella pneumoniae	strong	319	146294	325634	5777878	no	-	ST2096	4	2	8	12	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	OXA-48	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891150	Klebsiella pneumoniae	strong	3196	173116	611371	6485713	no	-	ST147	0	2	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	?-	Good	100.00%	KL64_16_wcaJ	O1/O2v1	O2ac	none	Very high	98.64%		aac(6')-Ib-cr.v2	-	-	-	-	ereB	CatB4.v1?;catA1*	-	sul1	-	-	-	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-11.v1^	35Q	-	-	GyrA-83I;ParC-80I	-	dfrA17?-0%;dfrA17?-46%;mphA?-46%;tet(B).v2*?-0%	ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891151	Klebsiella pneumoniae	strong	1300	140643	325343	5712221	no	-	ST2096	0	2	5	5	-	0	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	-	-	-	-	-	dfrA1.v1	OXA-1	-	-	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	CatB4.v1?-81%	aadA8b?-62%;dfrA14.v1?-0%;sul1?-0%	ST2096	1	6	1	1	1	46	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtT_42*-0%;ybtS_1*-0%
ERR3891152	Klebsiella pneumoniae	strong	631	140643	325633	5867490	no	-	ST2096	4	1	9	15	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1-1LV	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1*	1	-	-	-	-	55-60%	-	-	-
ERR3891153	Klebsiella pneumoniae	strong	1138	140191	310122	5929343	no	-	ST377	1	3	8	10	ybt 13; ICEKp2 (truncated)	299-3LV	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.44%		O1/O2v2	O2afg	none	Very high	98.54%		aac(3)-IIa.v1^;aadA^;strA.v1;strB.v1	-	-	-	-	-	catA1*	-	sul1*?;sul2	-	-	dfrA15.v2	-	-	CTX-M-15	-	OXA-48	SHV-110	156D;35Q	-	MgrB-51%	GyrA-83Y;GyrA-87A;ParC-80I	-	aac(6')-Ib-cr.v1*?-0%;catB7*?-0%;dfrA1.v1*?-0%	ST377	10	20	2	1	9	11	12	6	4	20	14	1	126*-46%	327	2	4	52*	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	iucC_1*-0%
ERR3891154	Klebsiella pneumoniae	strong	831	134998	325634	6009124	no	-	ST2096	4	3	11	17	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	MgrB-60%	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891155	Klebsiella pneumoniae	strong	5528	94213	325634	7424262	no	total_size	ST2096	4	2	10	17	ybt unknown	0	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	OXA-167*?-86%	aac(3)-IId*?-0%;aadA5?-0%;aph(3')-Ia*?-0%;ermB.v1*?-0%;mphA?-0%;tet(B).v2*?-56%;tetR?-48%	ST2096	1	6	1	1	1	46	1	4*	100	31*-0%	120*-83%	1	-	-	-	4	128*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	irp2_228*-69%;irp1_245*-0%;fyuA_108*-0%;ybtU_52*-0%
ERR3891156	Klebsiella pneumoniae	strong	933	144512	325634	5956334	no	-	ST2096	4	2	8	13	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	-	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1	-	-	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	catA1*?-0%;catA1?-50%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891157	Klebsiella pneumoniae	strong	1021	146218	353760	6090000	no	-	ST2096	4	2	9	17	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1;sul1	-	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	aph3-Ia.v1?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891158	Klebsiella pneumoniae	strong	755	146605	325927	5792488	no	-	ST14	0	0	1	2	-	0	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	?	Good	99.23%		O1/O2v1	O1	none	Very high	99.99%		strA.v1;strB.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-28.v1^	-	-	-	-	sul1?-0%	OXA-163*?-43%	ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891159	Klebsiella pneumoniae	strong	1284	131757	310124	5969766	no	-	ST377	1	3	8	10	ybt 13; ICEKp2 (truncated)	299-3LV	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.45%		O1/O2v2	O2afg	none	Very high	98.54%		aac(3)-IIa.v1^;aadA^;strA.v1;strB.v1	-	-	-	-	-	catA1*	-	sul1*?;sul2	-	-	dfrA15.v2	-	-	CTX-M-15	-	OXA-48	SHV-110	156D;35Q	-	MgrB-51%	GyrA-83Y;GyrA-87A;ParC-80I	-	dfrA17?-0%;sat-2?-0%	ST377	10	20	2	1	9	11	12	6	4	20	14	1	126*-46%	327	2	4	52*	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891160	Klebsiella pneumoniae	strong	830	129967	326065	5936197	no	-	ST14	1	2	7	13	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;aadA2^;sat-2;strA.v1*;strB.v1*	-	-	-	-	-	CatB4.v1?;catA1^	-	sul1*;sul2	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891161	Klebsiella pneumoniae	strong	1218	140159	509677	6152514	no	-	ST45	1	2	8	14	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi121	KL43	K43	?-	Good	99.41%	KL43_15_wcpZ	O1/O2v1	O2a	none	Very high	98.80%		aac(3)-IIa.v1^;aadA*;strA.v1;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v2*	OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15;SHV-12	-	OXA-48	-	238S;240K;35Q	-	-	-	aac(6')-Ib-cr.v2*?-0%;tet(A).v1*?-0%	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16	178	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891162	Klebsiella pneumoniae	strong	856	138130	384703	5707986	no	-	ST45	1	2	7	12	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi121	KL43	K43	?-	Good	99.40%	KL43_15_wcpZ	O1/O2v1	O2a	none	Very high	98.80%		aadA*;strA.v1;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	-	-	-	dfrA14.v2*	OXA-1;OXA-9.v1;TEM-150*?	-	CTX-M-15;SHV-12	-	OXA-48	-	238S;240K;35Q	-	-	-	aac(6')-Ib'.v1?-0%	aac(3)-IIa.v1*?-0%	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16	178	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891163	Klebsiella pneumoniae	strong	718	103316	502371	6015130	no	-	ST14	1	2	10	24	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.73%		O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*	-	-	-	-	ereA2*;mphE.v2^;msrE	CatB4.v1?;catA1^;cmlA5	arr-2	sul1*;sul2	-	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	SHV-11.v1^	35Q	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891164	Klebsiella pneumoniae	strong	694	171969	448465	5549885	no	-	ST48	1	0	1	0	ybt 10; ICEKp4	81	-	0	-	0	-	0	-	0	-	wzi167	KL124	unknown (KL124)	?	Good	99.62%		O1/O2v1	O1	none	Very high	98.31%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	GyrA-83F	-	aac(6')-Ib-cr.v2?-0%;strA.v1*?-0%;sul2*?-0%	ST48	2	5	2	2	7	1	10	3	12	4	19	3	42	39	3	10	9	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891165	Klebsiella pneumoniae	strong	851	177647	414907	5797193	no	-	ST307	0	0	1	0	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.27%		O1/O2v2	O2afg	none	Very high	98.45%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-28.v1^	-	-	-	GyrA-83I;ParC-80I	-	CatB4.v1?-0%	ST307	4	1	2	52	1	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891166	Klebsiella pneumoniae	strong	1331	138407	310114	6216727	no	-	ST377	1	3	6	7	ybt 13; ICEKp2 (truncated)	299-3LV	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.45%		O1/O2v2	O2afg	none	Very high	98.54%		aadA^;strA.v1;strB.v1	-	-	-	-	-	-	-	sul1*?;sul2	-	-	dfrA15.v2	-	-	-	-	OXA-48	SHV-110	156D;35Q	-	MgrB-51%	GyrA-83Y;GyrA-87A;ParC-80I	-	CTX-M-101*?-0%;dfrA12?-0%	ST377	10	20	2	1	9	11	12	6	4	20	14	1	126*-46%	327	2	4	52*	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891167	Klebsiella pneumoniae	strong	1042	143524	459067	6246834	no	-	ST13	0	2	8	17	-	0	-	0	-	0	-	0	-	0	-	wzi74	KL103	unknown (KL103)	*	Very high	96.69%		O1/O2v1	O1	none	Very high	98.14%		aac(3)-VIa*;aac(6')-Ib-cr.v2;aph3-Ia.v1^	-	-	qnrB1.v2^;qnrS1	-	ermB.v1*	CatB4.v1?;floR.v1*	-	sul1;sul2	tet(A).v1;tet(B).v2*;tetR	-	-	CMY-2.v2;LAP-2;OXA-1	-	-	-	OXA-232	SHV-1^	-	-	-	-	aac(3)-IId?-0%;ant(3'')-IIa*-11%;strB.v1?-0%	CTX-M-101?-0%;TEM-150*?-0%;dfrA14.v1*?-0%;sat-2*?-0%	ST13	2	3	1	1	10	1	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtX_113*-71%;ybtA_71*-0%
ERR3891168	Klebsiella pneumoniae	strong	1514	129786	368238	6313431	no	-	ST48	1	2	6	10	ybt 10; ICEKp4	81	-	0	-	0	-	0	-	0	-	wzi167	KL124	unknown (KL124)	none	Very high	99.62%		O1/O2v1	O1	none	Very high	98.31%		aac(3)-IId*;aac(3)-VIa*;aac(6')-Ib-cr.v2;strA.v1^	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul1;sul2	tet(A).v1^	-	-	-	-	-	-	OXA-48	SHV-1^	-	-	-	GyrA-83F	CMY-61*?-0%;ant(3'')-IIa*-11%	OXA-1?-0%;aph3-Ia.v1*?-0%;dfrA14.v1?-0%;floR.v1*?-0%	ST48	2	5	2	2	7	1	10	3	12	4	19	3	42	39	3	10	9	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891169	Klebsiella pneumoniae	strong	1084	146430	462178	5720884	no	-	ST280	0	2	9	11	-	0	-	0	-	0	-	0	-	0	-	wzi82	KL23	K23	none	Very high	99.98%		O1/O2v2	O2afg	?	Good	98.45%		aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1^	-	dfrA14.v2*	OXA-1	-	CTX-M-15	-	OXA-48	SHV-27	156D	OmpK35-81%	-	-	aadA22*?-83%	TEM-10.v2?-41%;TEM-117*?-0%;floR.v2*?-0%;fosA7.5*?-0%	ST280	2	1	2	1	10	4	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtT_42*-41%
