Assembly,Spieces,ST,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N90,auN,L50,L90,# N's per 100 kbp,K_type,strain,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,gapA,infB,mdh,pgi,phoE,rpoB,tonB
ERR3891027,klebsiella,2096,342,97,64,57,47,36,5896412,5826182,5746125,5689617,5539398,5131527,110,521875,5835007,56.73,146218,42204,188428.1,13,39,0,KL64,ERR3891027,Klebsiella pneumoniae,strong,342,146218,521875,5896412,no,-,ST2096,4,2,10,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,NDM-11*?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891007,klebsiella,2096,524,97,65,57,49,36,5943903,5814531,5741829,5678548,5548289,5085068,128,428800,5834622,56.74,146293,41750,164720.3,14,40,0,KL64,ERR3891007,Klebsiella pneumoniae,strong,524,146293,428800,5943903,no,-,ST2096,4,1,9,15,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,99.99%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,OXA-232*?-0%;sul2?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891008,klebsiella,2096,255,96,62,57,50,39,5859109,5821606,5745708,5703967,5595051,5221393,104,325640,5827241,56.74,146293,44704,151378.7,15,40,0,KL64,ERR3891008,Klebsiella pneumoniae,strong,255,146293,325640,5859109,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891032,klebsiella,2096,426,83,55,52,45,35,5576444,5486854,5425386,5398826,5285637,4939829,92,524392,5492460,57.31,146293,44704,188814.5,12,36,0,KL64,ERR3891032,Klebsiella pneumoniae,strong,426,146293,524392,5576444,no,-,ST2096,1,2,6,7,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,CatB4.v1?;catA1^,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,OXA-232*,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891031,klebsiella,2096,476,74,53,48,43,34,5772667,5662529,5616650,5580249,5499315,5149775,96,521990,5676123,56.86,146294,51382,200589.6,11,34,0,KL64,ERR3891031,Klebsiella pneumoniae,strong,476,146294,521990,5772667,no,-,ST2096,4,2,8,13,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1,-,-,-,OXA-232,SHV-28.v1^,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,TEM-117*?-71%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891034,klebsiella,2096,720,62,44,44,42,35,5628508,5425803,5391146,5391146,5359307,5097900,107,521875,5455657,57.33,146294,72112,191944.5,12,32,0,KL64,ERR3891034,Klebsiella pneumoniae,strong,720,146294,521875,5628508,no,-,ST2096,1,0,5,4,ybt 14; ICEKp5 (truncated),140-2LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,-,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,MgrB-57%,GyrA-83Y;GyrA-87G;ParC-80I,CatB4.v1?-81%,CTX-M-103*?-0%;TEM-104?-0%;aac(3)-IIa.v1?-0%;aadA?-49%;aph(6)-Id.v1?-0%;dfrA14.v2*?-44%;strA.v1*?-0%;sul1*?-0%;sul2*?-0%;sul2?-42%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171*-64%,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891127,klebsiella,2096,957,88,60,55,47,36,5970648,5732653,5668904,5627911,5489837,5072457,105,325344,5743474,56.77,146294,42204,161076.2,14,39,0,KL64,ERR3891127,Klebsiella pneumoniae,strong,957,146294,325344,5970648,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,arr-2?-0%;catII.2*?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891147,klebsiella,2096,608,81,58,54,47,36,5854490,5718996,5667736,5637691,5506037,5086597,92,325634,5726011,56.79,146294,44704,163269.5,13,38,0,KL64,ERR3891147,Klebsiella pneumoniae,strong,608,146100,325634,5854490,no,-,ST2096,4,2,8,12,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891149,klebsiella,2096,319,82,57,54,47,37,5777878,5718424,5662571,5638348,5513486,5144244,91,325634,5723948,56.8,146294,44704,163559.7,13,38,0,KL64,ERR3891149,Klebsiella pneumoniae,strong,319,146294,325634,5777878,no,-,ST2096,4,2,8,12,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891157,klebsiella,2096,1021,97,65,57,48,35,6090000,5823127,5750594,5688455,5549756,5070275,140,353760,5851802,56.7,146294,41747,168916,13,40,0,KL64,ERR3891157,Klebsiella pneumoniae,strong,1021,146218,353760,6090000,no,-,ST2096,4,2,9,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1;sul1,-,-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,aph3-Ia.v1?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891219,klebsiella,23,235,67,51,51,46,40,5611619,5584107,5548816,5548816,5475798,5284011,78,366803,5591344,57.23,146398,59533,163752.1,13,36,0,KL1,ERR3891219,Klebsiella pneumoniae,strong,235,146398,366803,5611619,no,-,ST23,5,0,0,0,ybt 1; ICEKp10,53,clb 2,29,iuc 1,1,iro 1,2-1LV,rmp 1; KpVP-1,26-1LV,rmpA2_6-60%,wzi1,KL1,K1,none,Very high,99.99%,NA,O1/O2v2,O1,none,Very high,99.10%,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST23,2,1,1,1,9,4,12,2,2,2,2,2,6,124,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,4,1*,1,2,52,2,-,gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
ERR3891223,klebsiella,101,668,123,64,54,45,37,5879302,5794773,5681763,5610025,5435102,5150474,153,354334,5816284,56.75,146562,44524,155628,14,39,0,KL17,ERR3891223,Klebsiella pneumoniae,strong,668,146562,354334,5879302,no,-,ST101,1,3,8,11,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi137,KL17,K17,none,Very high,99.99%,NA,O1/O2v1,O1,?-,Good,98.03%,O1/O2v1_06_wbbO,aac(6')-Ib'.v1;aph(3')-VI,-,-,qnrS1,-,ermB.v1*,-,-,sul1,-,-,-,OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;NDM-1;OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,MgrB-0%,GyrA-83Y;GyrA-87N;ParC-80I,tet(X6)*-25%,aadA24?-0%;dfrA14.v2*?-64%;mphA?-0%;mphA?-0%;tet(D)*?-0%;tet(D)?-0%,ST101,2,6,1,5,4,1,6,5,11,6*,5,1,25,37,9,5,107,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(2),infB(6),mdh(1),pgi(5),phoE(4),rpoB(1),tonB(6)
ERR3891057,klebsiella,14,368,108,74,62,52,31,5778815,5709367,5629005,5543888,5360269,4609786,122,326087,5718792,56.81,146606,33069,161061.7,13,45,0,KL2,ERR3891057,Klebsiella pneumoniae,strong,368,146606,326087,5778815,no,-,ST14,1,2,9,14,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891079,klebsiella,2096,339,91,64,59,47,33,5792427,5727674,5663391,5622224,5406775,4891737,104,428622,5736783,56.79,146606,38556,172878.2,12,40,0,KL64,ERR3891079,Klebsiella pneumoniae,strong,339,144291,428622,5792427,no,-,ST2096,4,2,8,12,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,99.99%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-48,SHV-28.v1^,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,CTX-M-101*?-42%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891089,klebsiella,2096,451,82,56,54,47,32,5717091,5605866,5550729,5532875,5407689,4874588,112,377768,5626075,57.05,146606,40969,172904.8,12,37,0,KL64,ERR3891089,Klebsiella pneumoniae,strong,451,144525,377768,5717091,no,-,ST2096,1,0,6,6,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;sat-2,mcr-1.1,-,-,-,-,CatB4.v1?,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,OXA-232?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891100,klebsiella,2096,291,88,60,54,45,33,5784569,5728104,5660792,5612832,5459790,5026009,104,521086,5738228,56.78,146606,41750,194117.6,12,37,0,KL64,ERR3891100,Klebsiella pneumoniae,strong,291,146606,521086,5784569,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,sul2?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891105,klebsiella,2096,302,89,60,54,45,33,5785718,5727602,5658599,5611373,5458341,5010965,102,376754,5735891,56.78,146606,41750,172416.7,12,37,0,KL64,ERR3891105,Klebsiella pneumoniae,strong,302,144799,376754,5785718,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891123,klebsiella,2096,775,100,68,59,48,35,5991900,5815378,5736936,5665038,5489436,5018654,110,325634,5821958,56.74,146606,38425,158208.6,14,41,0,KL64,ERR3891123,Klebsiella pneumoniae,strong,775,146294,325634,5991900,no,-,ST2096,4,2,10,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891205,klebsiella,48,345,109,76,65,47,35,5788740,5746314,5668324,5592029,5289642,4893972,127,370067,5758866,56.69,150732,31778,157861.5,13,43,0,KL124,ERR3891205,Klebsiella pneumoniae,strong,345,147203,370067,5788740,no,-,ST48,1,2,9,16,ybt 10; ICEKp4,81,-,0,-,0,-,0,-,0,-,wzi167,KL124,unknown (KL124),none,Very high,99.62%,NA,O1/O2v1,O1,none,Very high,98.31%,NA,aac(3)-IIg;aac(6')-IIc;aadA*;aph(3')-Ia*?,-,-,qnrB4,-,-,CatB4.v1?;catA1^,-,sul1^,tet(A).v1,-,dfrA30*,DHA-1*;OXA-1;TEM-1D.v1^,-,CTX-M-15;SHV-12,-,OXA-48,-,238S;240K;35Q,-,-,GyrA-83F,OXA-9.v1*-42%;aac(6')-Ib-cr.v2*?-0%;ereA2*?-0%,-,ST48,2,5,2,2,7,1,10,3,12,4,19,3,42,39,3,10,9,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(2),infB(5),mdh(2),pgi(2),phoE(7),rpoB(1),tonB(10)
ERR3891179,klebsiella,3513,712,113,64,53,42,31,5667342,5488402,5386765,5303811,5147205,4743172,154,495569,5515568,57.15,151712,40938,198370.3,11,37,0,KL118?-,ERR3891179,Klebsiella pneumoniae,strong,712,151712,495569,5667342,no,-,ST3513,0,0,6,10,-,0,-,0,-,0,-,0,-,0,-,wzi108,unknown (KL118),unknown (KL118),?-,None,99.46%,"KL118_12_wcqP,KL118_13_wzx,KL118_14_wcuN,KL118_19_rmlD",OL101,unknown (OL101),?-,Good,94.99%,"OL101_03_rfbD,OL101_09_glycosylhydrolase",aac(3)-IIa.v1;aadA12;aph3-Ia.v1^,mcr-1.1;mcr-8.1,-,-,-,ermB.v1*;mphA,-,-,sul1,-,-,dfrA14.v2*,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,strA.v1*?-0%;tet(X6)*-25%,CTX-M-103?-0%;OXA-163?-0%;aph(6)-Id.v2?-0%;qnrB1.v2?-0%;sul2?-0%,ST3513,185,6,1,1,1,1,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(185),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(42)
ERR3891063,klebsiella,14,284,98,68,62,50,31,5693887,5640867,5573622,5532736,5326734,4653492,112,350003,5650219,56.88,151846,34393,170530,12,42,0,KL2,ERR3891063,Klebsiella pneumoniae,strong,284,151846,350003,5693887,no,-,ST14,1,2,9,14,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891086,klebsiella,14,528,92,68,63,53,32,5735675,5617340,5559618,5524068,5334310,4626930,106,326186,5626504,56.93,151846,31083,158476,13,44,0,KL2,ERR3891086,Klebsiella pneumoniae,strong,528,151846,326186,5735675,no,-,ST14,4,2,8,12,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi2,KL2,K2,none,Very high,99.73%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,tetR?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891170,klebsiella,280,737,83,48,43,38,33,5596640,5412736,5326349,5291618,5210024,5043362,127,462178,5441941,57.31,151873,62977,197783.7,11,31,0,KL23,ERR3891170,Klebsiella pneumoniae,strong,737,151873,462178,5596640,no,-,ST280,0,2,9,11,-,0,-,0,-,0,-,0,-,0,-,wzi82,KL23,K23,none,Very high,99.98%,NA,O1/O2v2,O2afg,?,Good,98.45%,NA,aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1^,-,dfrA14.v2*,OXA-1,-,CTX-M-15,-,OXA-48,SHV-27,156D,OmpK35-81%,-,-,-,TEM-10.v2?-41%;TEM-117*?-0%;fosA7.5*?-0%;sul1?-0%,ST280,2,1,2,1,10,4,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(4),tonB(46)
